Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,20000,-1,925,5753
Mortar_Tower(Clone)_Create_Lvl0,80,19920,0,941,6277
DoubleCanon_Tower(Clone)_Create_Lvl0,80,19849,0,947,1943
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,19787,0,950,5317
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,19667,0,951,1569
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,19487,0,951,7499
Sniper_Tower(Clone)_Upgrade_S_01_up,120,19235,0,956,6558
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,19115,0,957,3264
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,18935,0,957,9955
Mortar_Tower(Clone)_Upgrade_M_01_up,120,18773,0,964,3092
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,18653,0,965,0184
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,18473,0,965,6987
Food_Factory(Clone)_Create_Lvl0,50,18203,0,973,4493
Food_Factory(Clone)_Upgrade_F_01_up,75,18153,1,979,4936
Food_Factory(Clone)_Upgrade_F_02_up,115,18078,1,980,185
Food_Factory(Clone)_Upgrade_F_03_up,175,17963,1,980,8976
ChewingGum_Factory(Clone)_Create_Lvl0,50,17824,1,990,3119
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,17783,1,992,8058
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,17708,1,993,449
ChewingGum_Factory(Clone)_Upgrade_C_03_up,175,17593,1,994,1194
Sniper_Tower(Clone)_Create_Lvl0,100,18330,5,1177,205
Sniper_Tower(Clone)_Upgrade_S_01_up,120,18230,5,1180,539
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,18119,5,1181,225
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,17966,5,1181,864
Stars_Factory(Clone)_Create_Lvl0,50,18094,6,1226,57
Stars_Factory(Clone)_Upgrade_E_01_up,75,18080,6,1229,58
Stars_Factory(Clone)_Upgrade_E_02_up,115,18005,6,1230,232
Stars_Factory(Clone)_Upgrade_E_03_up,175,17890,6,1230,933
