Name, Price, Previous Fortune, Wave Number, Time
DoubleCanon_Tower(Clone)_Create_Lvl0,80,180,-1,573,2725
Sniper_Tower(Clone)_Create_Lvl0,80,100,-1,577,8784
Mortar_Tower(Clone)_Create_Lvl0,80,101,1,635,3021
Mortar_Tower(Clone)_Create_Lvl0,100,549,3,732,4867
Stars_Factory(Clone)_Create_Lvl0,50,927,4,804,8004
Mortar_Tower(Clone)_Upgrade_M_01_up,120,1216,5,848,0557
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,1096,5,848,2716
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,925,5,848,4662
Stars_Factory(Clone)_Upgrade_E_01_up,75,790,5,856,1321
Stars_Factory(Clone)_Upgrade_E_02_up,115,715,5,856,3373
Stars_Factory(Clone)_Upgrade_E_03_up,175,600,5,856,4682
ChewingGum_Factory(Clone)_Create_Lvl0,50,550,5,861,467
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,518,5,863,7225
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,452,5,863,8719
ChewingGum_Factory(Clone)_Upgrade_C_03_up,175,337,5,864,0156
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,1029,6,901,7957
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,909,6,901,9601
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,729,6,902,1053
Sniper_Tower(Clone)_Upgrade_S_01_up,120,522,6,905,105
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,402,6,905,2454
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,222,6,905,3938
Food_Factory(Clone)_Create_Lvl0,50,1192,6,921,8615
Food_Factory(Clone)_Upgrade_F_01_up,75,1142,6,923,0731
Food_Factory(Clone)_Upgrade_F_02_up,115,1067,6,923,1901
Food_Factory(Clone)_Upgrade_F_03_up,175,952,6,923,3262
Mortar_Tower(Clone)_Upgrade_M_01_up,120,804,6,944,8299
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,684,6,944,9754
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,504,6,945,1169
Mortar_Tower(Clone)_Create_Lvl0,120,342,7,953,1754
Mortar_Tower(Clone)_Upgrade_M_01_up,120,276,7,955,4893
Mortar_Tower(Clone)_Create_Lvl0,140,740,7,989,3752
Mortar_Tower(Clone)_Upgrade_M_01_up,120,740,7,990,3465
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,620,7,990,4911
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,440,7,990,6277
