Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,6849,448
Food_Factory(Clone)_Create_Lvl0,50,100,-1,6853,585
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,6885,49
Food_Factory(Clone)_Create_Lvl0,50,60,1,6925,42
DoubleCanon_Tower(Clone)_Create_Lvl0,100,102,2,6969,251
ChewingGum_Factory(Clone)_Create_Lvl0,50,56,2,6977,461
Mortar_Tower(Clone)_Create_Lvl0,80,114,3,7009,249
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,124,4,7045,777
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,121,4,7065,059
Sniper_Tower(Clone)_Upgrade_S_01_up,120,122,5,7089,229
Mortar_Tower(Clone)_Upgrade_M_01_up,120,184,5,7120,872
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,147,6,7148,535
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,191,6,7159,755
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,263,6,7178,552
Food_Factory(Clone)_Upgrade_F_01_up,75,83,6,7180,375
Food_Factory(Clone)_Upgrade_F_01_up,75,147,7,7217,251
Stars_Factory(Clone)_Create_Lvl0,50,126,7,7221,896
Stars_Factory(Clone)_Upgrade_E_01_up,75,94,7,7223,156
Food_Factory(Clone)_Create_Lvl0,50,73,7,7232,133
ChewingGum_Factory(Clone)_Create_Lvl0,50,115,7,7244,807
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,94,7,7247,712
ChewingGum_Factory(Clone)_Create_Lvl0,50,109,7,7257,142
Food_Factory(Clone)_Create_Lvl0,50,113,7,7258,676
