Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,3034,517
Food_Factory(Clone)_Create_Lvl0,50,100,-1,3036,536
Mortar_Tower(Clone)_Create_Lvl0,80,86,0,3066,99
DoubleCanon_Tower(Clone)_Create_Lvl0,80,87,1,3118,373
ChewingGum_Factory(Clone)_Create_Lvl0,50,52,2,3153,557
DoubleCanon_Tower(Clone)_Create_Lvl0,100,114,2,3174,716
Food_Factory(Clone)_Upgrade_F_01_up,75,77,3,3202,677
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,83,3,3218,846
Mortar_Tower(Clone)_Upgrade_M_01_up,120,125,4,3245,174
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,135,5,3283,732
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,224,5,3312,302
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,291,6,3366,703
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,311,6,3385,064
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,191,6,3390,581
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,276,7,3440,302
