Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,2149,616
Food_Factory(Clone)_Create_Lvl0,50,100,-1,2151,506
Mortar_Tower(Clone)_Create_Lvl0,80,86,0,2183,443
DoubleCanon_Tower(Clone)_Create_Lvl0,80,87,1,2233,826
Food_Factory(Clone)_Upgrade_F_01_up,75,92,2,2272,467
ChewingGum_Factory(Clone)_Create_Lvl0,50,53,2,2281,55
DoubleCanon_Tower(Clone)_Create_Lvl0,100,102,3,2317,751
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,83,4,2345,357
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,136,4,2368,909
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,207,5,2410,014
Mortar_Tower(Clone)_Upgrade_M_01_up,120,170,5,2420,234
Sniper_Tower(Clone)_Upgrade_S_01_up,120,122,6,2444,341
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,190,6,2462,116
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,181,6,2477,515
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,203,7,2514,625
