Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,3883,267
Food_Factory(Clone)_Create_Lvl0,50,100,-1,3887,771
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,3961,843
Sniper_Tower(Clone)_Upgrade_S_01_up,120,123,2,4049,364
DoubleCanon_Tower(Clone)_Create_Lvl0,100,104,2,4080,454
Food_Factory(Clone)_Create_Lvl0,50,58,3,4103,891
ChewingGum_Factory(Clone)_Create_Lvl0,50,53,3,4118,752
Mortar_Tower(Clone)_Create_Lvl0,80,111,4,4148,67
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,123,4,4167,194
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,122,5,4189,918
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,267,6,4245,174
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,278,6,4256,016
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,215,6,4265,148
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,179,6,4293,683
Mortar_Tower(Clone)_Upgrade_M_01_up,120,140,7,4308,102
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,294,7,4343,476
Food_Factory(Clone)_Upgrade_F_01_up,75,194,7,4358,109
Food_Factory(Clone)_Upgrade_F_02_up,115,137,7,4359,795
