Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,9070,196
Food_Factory(Clone)_Create_Lvl0,50,100,-1,9079,49
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,9111,539
Food_Factory(Clone)_Create_Lvl0,50,51,1,9153,76
DoubleCanon_Tower(Clone)_Create_Lvl0,100,102,2,9214,543
ChewingGum_Factory(Clone)_Create_Lvl0,50,56,2,9223,578
Mortar_Tower(Clone)_Create_Lvl0,80,87,3,9268,405
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,133,4,9320,544
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,170,4,9348,047
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,106,5,9380,283
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,213,5,9406,92
Sniper_Tower(Clone)_Upgrade_S_01_up,120,262,6,9458,299
Mortar_Tower(Clone)_Upgrade_M_01_up,120,162,6,9462,154
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,276,7,9515,657
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,237,7,9540,242
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,192,7,9552,331
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,196,7,9574,643
