Name, Price, Previous Fortune, Wave Number, Time
Food_Factory(Clone)_Create_Lvl0,50,180,-1,8289,871
Sniper_Tower(Clone)_Create_Lvl0,80,130,-1,8299,784
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,8338,427
Food_Factory(Clone)_Create_Lvl0,50,87,1,8404,447
DoubleCanon_Tower(Clone)_Create_Lvl0,100,102,2,8433,09
ChewingGum_Factory(Clone)_Create_Lvl0,50,65,2,8445,17
Mortar_Tower(Clone)_Create_Lvl0,80,87,3,8472,242
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,124,4,8513,934
Sniper_Tower(Clone)_Upgrade_S_01_up,120,123,4,8545,451
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,131,5,8570,862
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,121,5,8604,699
Mortar_Tower(Clone)_Upgrade_M_01_up,120,228,6,8638,896
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,274,6,8656,451
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,184,7,8687,306
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,235,7,8714,449
ChewingGum_Factory(Clone)_Upgrade_C_03_up,175,194,7,8726,879
Food_Factory(Clone)_Upgrade_F_01_up,75,147,7,8743,616
Food_Factory(Clone)_Upgrade_F_02_up,115,117,7,8748,77
