Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,6330,655
Food_Factory(Clone)_Create_Lvl0,50,100,-1,6333,187
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,6377,067
Food_Factory(Clone)_Create_Lvl0,50,51,1,6408,384
DoubleCanon_Tower(Clone)_Create_Lvl0,100,102,2,6465,778
ChewingGum_Factory(Clone)_Create_Lvl0,50,56,2,6475,061
Mortar_Tower(Clone)_Create_Lvl0,80,96,3,6503,877
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,124,4,6538,759
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,121,4,6559,559
Sniper_Tower(Clone)_Upgrade_S_01_up,120,122,5,6587,932
Mortar_Tower(Clone)_Upgrade_M_01_up,120,148,5,6610,198
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,82,5,6616,591
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,207,6,6664,601
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,272,6,6679,723
Food_Factory(Clone)_Upgrade_F_01_up,75,110,6,6681,116
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,183,7,6730,405
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,194,7,6751,262
Food_Factory(Clone)_Upgrade_F_01_up,75,115,7,6764,33
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,121,7,6770,767
