Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,20000,0,105,1137
DoubleCanon_Tower(Clone)_Create_Lvl0,80,19920,0,108,2332
Mortar_Tower(Clone)_Create_Lvl0,80,19840,0,111,3346
Sniper_Tower(Clone)_Upgrade_S_01_up,120,19769,0,113,4153
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,19649,0,113,6041
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,19469,0,113,7718
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,19298,0,116,087
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,19178,0,116,2538
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,18998,0,116,4137
Mortar_Tower(Clone)_Upgrade_M_01_up,120,18755,0,118,0722
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,18635,0,118,2396
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,18464,0,118,4175
Food_Factory(Clone)_Create_Lvl0,50,18203,0,120,354
Food_Factory(Clone)_Upgrade_F_01_up,75,18153,0,122,5637
Food_Factory(Clone)_Upgrade_F_02_up,115,18078,0,122,744
Food_Factory(Clone)_Upgrade_F_03_up,175,17963,0,122,9143
ChewingGum_Factory(Clone)_Create_Lvl0,50,17788,0,125,4028
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,17738,0,126,5046
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,17663,0,126,6642
ChewingGum_Factory(Clone)_Upgrade_C_03_up,175,17548,0,126,8416
