Name, Price, Previous Fortune, Wave Number, Time
Food_Factory(Clone)_Create_Lvl0,50,410,-1,16,40686
Sniper_Tower(Clone)_Create_Lvl0,80,360,-1,49,2185
Sniper_Tower(Clone)_Create_Lvl0,100,280,-1,52,86138
DoubleCanon_Tower(Clone)_Create_Lvl0,80,180,-1,57,96126
DoubleCanon_Tower(Clone)_Create_Lvl0,100,100,-1,61,84652
Food_Factory(Clone)_Upgrade_F_01_up,75,81,1,105,8681
ChewingGum_Factory(Clone)_Create_Lvl0,50,153,1,147,9235
Mortar_Tower(Clone)_Create_Lvl0,80,121,1,159,8161
Mortar_Tower(Clone)_Create_Lvl0,100,129,2,204,5041
Sniper_Tower(Clone)_Upgrade_S_01_up,120,181,2,227,2773
Sniper_Tower(Clone)_Upgrade_S_01_up,120,149,3,233,078
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,225,3,260,8244
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,141,3,262,3388
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,229,3,278,2926
Mortar_Tower(Clone)_Upgrade_M_01_up,120,269,4,308,3129
Mortar_Tower(Clone)_Upgrade_M_01_up,120,333,4,321,7292
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,225,4,322,3922
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,221,4,341,0939
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,301,6,372,2532
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,351,7,392,6074
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,384,7,405,2323
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,442,8,420,5226
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,190,8,425,8821
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,697,10,500,9561
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,709,10,515,0595
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,459,10,521,4568
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,297,10,522,1387
Food_Factory(Clone)_Upgrade_F_02_up,115,393,11,582,0783
Food_Factory(Clone)_Upgrade_F_03_up,175,278,11,582,8845
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,1073,11,635,61
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,998,11,636,2831
ChewingGum_Factory(Clone)_Upgrade_C_03_up,175,883,11,636,897
