Name, Price, Previous Fortune, Wave Number, Time
DoubleCanon_Tower(Clone)_Create_Lvl0,80,350,-1,16,14837
Food_Factory(Clone)_Create_Lvl0,50,270,-1,36,71951
Food_Factory(Clone)_Upgrade_F_01_up,75,220,-1,39,81215
Mortar_Tower(Clone)_Create_Lvl0,80,145,-1,103,0054
DoubleCanon_Tower(Clone)_Create_Lvl0,100,101,0,205,0291
Sniper_Tower(Clone)_Create_Lvl0,80,103,1,264,4289
Sniper_Tower(Clone)_Create_Lvl0,100,121,2,331,5809
ChewingGum_Factory(Clone)_Create_Lvl0,50,75,2,363,2893
Sniper_Tower(Clone)_Upgrade_S_01_up,120,140,4,443,1645
Sniper_Tower(Clone)_Upgrade_S_01_up,120,125,4,463,2835
Mortar_Tower(Clone)_Upgrade_M_01_up,120,121,5,487,0016
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,165,5,528,5491
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,189,6,587,5441
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,205,7,639,8941
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,143,7,671,245
Food_Factory(Clone)_Upgrade_F_02_up,115,131,7,678,1912
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,244,8,729,8373
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,223,8,744,5256
Food_Factory(Clone)_Upgrade_F_03_up,175,184,8,764,8884
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,471,9,829,9368
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,300,9,830,6362
