Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,74,38477
DoubleCanon_Tower(Clone)_Create_Lvl0,80,100,-1,105,9833
Food_Factory(Clone)_Create_Lvl0,50,74,1,178,1119
Sniper_Tower(Clone)_Upgrade_S_01_up,120,123,2,252,7858
ChewingGum_Factory(Clone)_Create_Lvl0,50,86,3,289,2435
Mortar_Tower(Clone)_Create_Lvl0,80,81,4,311,9103
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,127,4,342,2827
Stars_Factory(Clone)_Create_Lvl0,50,146,5,380,3051
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,190,6,400,6241
Mortar_Tower(Clone)_Upgrade_M_01_up,120,147,6,435,3839
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,227,7,467,0302
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,202,7,496,5992
Sniper_Tower(Clone)_Create_Lvl0,100,226,7,520,8251
DoubleCanon_Tower(Clone)_Create_Lvl0,100,209,8,530,833
Mortar_Tower(Clone)_Create_Lvl0,100,109,8,534,5286
