Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,4477,534
Food_Factory(Clone)_Create_Lvl0,50,100,-1,4480,452
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,4515,669
Food_Factory(Clone)_Create_Lvl0,50,51,1,4539,282
DoubleCanon_Tower(Clone)_Create_Lvl0,100,120,2,4581,435
ChewingGum_Factory(Clone)_Create_Lvl0,50,65,2,4591,851
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,123,3,4632,173
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,120,4,4673,092
Sniper_Tower(Clone)_Upgrade_S_01_up,120,121,5,4705,836
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,185,6,4746,687
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,185,6,4769,6
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,272,6,4793,536
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,195,7,4833,699
