Name, Price, Previous Fortune, Wave Number, Time
DoubleCanon_Tower(Clone)_Create_Lvl0,80,410,-1,5,301642
DoubleCanon_Tower(Clone)_Create_Lvl0,100,330,-1,13,35317
Sniper_Tower(Clone)_Create_Lvl0,80,230,-1,18,34225
Sniper_Tower(Clone)_Create_Lvl0,100,150,-1,23,39167
Food_Factory(Clone)_Create_Lvl0,50,50,-1,34,88347
Food_Factory(Clone)_Create_Lvl0,50,51,0,78,86639
ChewingGum_Factory(Clone)_Create_Lvl0,50,52,1,115,3531
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,124,2,173,5311
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,104,3,203,5684
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,141,3,235,0128
Food_Factory(Clone)_Upgrade_F_01_up,75,101,4,241,0165
DoubleCanon_Tower(Clone)_Create_Lvl0,120,126,4,270,4512
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,234,5,322,2083
Food_Factory(Clone)_Upgrade_F_01_up,75,94,5,327,4472
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,248,6,365,9771
Mortar_Tower(Clone)_Create_Lvl0,80,167,6,386,7984
Mortar_Tower(Clone)_Upgrade_M_01_up,120,141,7,413,8815
Stars_Factory(Clone)_Create_Lvl0,50,117,7,452,1664
Sniper_Tower(Clone)_Upgrade_S_01_up,120,428,9,575,8995
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,308,9,577,9652
Sniper_Tower(Clone)_Upgrade_S_01_up,120,242,10,645,4692
