Name, Price, Previous Fortune, Wave Number, Time
DoubleCanon_Tower(Clone)_Create_Lvl0,80,410,-1,9,187043
Food_Factory(Clone)_Create_Lvl0,50,330,-1,14,93526
Food_Factory(Clone)_Upgrade_F_01_up,75,280,-1,15,64542
DoubleCanon_Tower(Clone)_Create_Lvl0,100,259,0,77,57008
DoubleCanon_Tower(Clone)_Create_Lvl0,120,159,1,107,442
Food_Factory(Clone)_Create_Lvl0,50,129,1,192,7331
Food_Factory(Clone)_Upgrade_F_01_up,75,79,1,194,7458
Sniper_Tower(Clone)_Create_Lvl0,80,186,2,345,4819
Sniper_Tower(Clone)_Create_Lvl0,100,106,2,353,8347
Sniper_Tower(Clone)_Upgrade_S_01_up,120,194,3,424,368
Sniper_Tower(Clone)_Upgrade_S_01_up,120,242,4,465,4973
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,230,4,473,0815
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,154,4,478,8849
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,162,5,525,6998
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,189,6,567,7158
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,184,7,624,6613
Food_Factory(Clone)_Upgrade_F_02_up,115,117,8,682,8604
Food_Factory(Clone)_Upgrade_F_02_up,115,141,8,715,6963
Food_Factory(Clone)_Upgrade_F_03_up,175,216,9,792,6149
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,215,10,864,2849
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,199,10,895,4767
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,189,11,941,9548
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,303,11,960,4865
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,221,11,971,6966
