Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,7297,688
Food_Factory(Clone)_Create_Lvl0,50,100,-1,7309,778
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,7342,096
Food_Factory(Clone)_Create_Lvl0,50,51,1,7377,93
DoubleCanon_Tower(Clone)_Create_Lvl0,100,102,2,7433,33
ChewingGum_Factory(Clone)_Create_Lvl0,50,56,2,7446,289
Mortar_Tower(Clone)_Create_Lvl0,80,87,3,7475,403
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,124,4,7521,319
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,121,4,7541,74
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,115,5,7575,031
Sniper_Tower(Clone)_Upgrade_S_01_up,120,121,5,7588,538
Mortar_Tower(Clone)_Upgrade_M_01_up,120,120,5,7607,796
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,200,6,7643,979
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,301,6,7662,386
Food_Factory(Clone)_Upgrade_F_01_up,75,121,6,7667,073
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,185,7,7712,254
Food_Factory(Clone)_Upgrade_F_01_up,75,131,7,7724,577
Food_Factory(Clone)_Upgrade_F_02_up,115,130,7,7733,462
Food_Factory(Clone)_Upgrade_F_03_up,175,197,7,7753,857
