Name, Price, Previous Fortune, Wave Number, Time
Mortar_Tower(Clone)_Create_Lvl0,80,180,-1,13,20545
DoubleCanon_Tower(Clone)_Create_Lvl0,80,100,-1,15,56583
Food_Factory(Clone)_Create_Lvl0,50,128,0,42,47832
Sniper_Tower(Clone)_Create_Lvl0,80,114,0,58,54043
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,259,2,120,9548
Mortar_Tower(Clone)_Upgrade_M_01_up,120,166,2,123,4558
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,345,3,152,4317
Sniper_Tower(Clone)_Upgrade_S_01_up,120,165,3,155,8857
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,441,4,202,1901
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,1589,4,246,3045
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,1409,4,246,5246
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,1139,4,248,8969
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,959,4,249,0629
Mortar_Tower(Clone)_Create_Lvl0,100,779,4,252,0377
Mortar_Tower(Clone)_Upgrade_M_01_up,120,679,4,253,8085
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,559,4,254,1689
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,379,4,254,9334
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,318,5,266,8625
DoubleCanon_Tower(Clone)_Create_Lvl0,100,293,5,275,9363
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,220,5,277,9123
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,252,5,287,0572
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,306,5,296,6185
DoubleCanon_Tower(Clone)_Create_Lvl0,120,162,5,307,0525
Sniper_Tower(Clone)_Create_Lvl0,100,1614,6,350,3357
Sniper_Tower(Clone)_Upgrade_S_01_up,120,1523,6,352,0226
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,1403,6,352,2759
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,1223,6,352,5594
Sniper_Tower(Clone)_Create_Lvl0,120,1781,6,360,2403
Sniper_Tower(Clone)_Upgrade_S_01_up,120,1913,6,364,4949
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,1802,6,364,7869
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,1622,6,364,9529
Sniper_Tower(Clone)_Create_Lvl0,140,1442,7,373,3113
Sniper_Tower(Clone)_Upgrade_S_01_up,120,1302,7,375,191
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,1182,7,375,4573
Sniper_Tower(Clone)(Clone)(Clone)_Upgrade_S_03_up,180,1002,7,375,7448
DoubleCanon_Tower(Clone)_Create_Lvl0,140,1047,7,381,2278
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,916,7,382,5446
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,796,7,382,7537
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,616,7,382,9517
Mortar_Tower(Clone)_Create_Lvl0,120,876,7,391,1652
Mortar_Tower(Clone)_Upgrade_M_01_up,120,756,7,392,7199
Mortar_Tower(Clone)(Clone)_Upgrade_M_02_up,180,636,7,392,9601
Mortar_Tower(Clone)(Clone)(Clone)_Upgrade_M_03_up,270,456,7,393,2222
Sniper_Tower(Clone)_Create_Lvl0,160,586,7,404,5566
Sniper_Tower(Clone)_Upgrade_S_01_up,120,426,7,406,0842
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,306,7,406,2827
Food_Factory(Clone)_Upgrade_F_01_up,75,171,7,409,1511
Food_Factory(Clone)_Upgrade_F_02_up,115,426,7,421,6648
Food_Factory(Clone)_Upgrade_F_03_up,175,410,7,422,618
Stars_Factory(Clone)_Create_Lvl0,50,648,7,433,3398
Stars_Factory(Clone)_Upgrade_E_01_up,75,598,7,434,99
Stars_Factory(Clone)_Upgrade_E_02_up,115,523,7,435,1417
Stars_Factory(Clone)_Upgrade_E_03_up,175,498,7,435,3017
