Name, Price, Previous Fortune, Wave Number, Time
Sniper_Tower(Clone)_Create_Lvl0,80,180,-1,4917,246
Food_Factory(Clone)_Create_Lvl0,50,100,-1,4918,884
DoubleCanon_Tower(Clone)_Create_Lvl0,80,86,0,4954,196
Food_Factory(Clone)_Create_Lvl0,50,114,1,5011,151
DoubleCanon_Tower(Clone)_Create_Lvl0,100,100,2,5039,351
ChewingGum_Factory(Clone)_Create_Lvl0,50,119,2,5060,052
Mortar_Tower(Clone)_Create_Lvl0,80,114,3,5100,414
Sniper_Tower(Clone)_Upgrade_S_01_up,120,133,3,5129,932
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,269,4,5176,282
DoubleCanon_Tower(Clone)_Upgrade_Dc_01_up,120,149,4,5184,638
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,195,5,5215,819
DoubleCanon_Tower(Clone)(Clone)_Upgrade_Dc_02_up,180,188,6,5249,499
DoubleCanon_Tower(Clone)(Clone)(Clone)_Upgrade_Dc_03_up,270,278,6,5268,772
ChewingGum_Factory(Clone)_Upgrade_C_01_up,75,156,6,5274,358
Sniper_Tower(Clone)(Clone)_Upgrade_S_02_up,180,189,6,5280,359
Mortar_Tower(Clone)_Upgrade_M_01_up,120,195,7,5300,67
Food_Factory(Clone)_Upgrade_F_01_up,75,167,7,5306,027
Food_Factory(Clone)_Upgrade_F_01_up,75,155,7,5311,883
ChewingGum_Factory(Clone)_Upgrade_C_02_up,115,125,7,5314,817
Food_Factory(Clone)_Upgrade_F_02_up,115,203,7,5332,717
Food_Factory(Clone)_Upgrade_F_02_up,115,133,7,5337,364
DoubleCanon_Tower(Clone)_Create_Lvl0,120,146,7,5348,438
